id,title,url,orig_caption,gen_caption,orig_sentiment,gen_sentiment,object_counts
887,Retired major Eyal Zamir appointed new Israel Defence Forces chief by Netanyahu,https://www.hindustantimes.com/world-news/retired-major-eyal-zamir-appointed-new-israel-defence-forces-chief-by-netanyahu-101738456016778.html,"Israeli army major general Eyal Zamir, also served as the head of the southern command, which is responsible for Gaza. (AFP)",a man in a military uniform,"{'label': 'POSITIVE', 'score': 0.9330113530158997}","{'label': 'POSITIVE', 'score': 0.946445643901825}","{'person': 2, 'tie': 1}"
888,US international aid's website goes offline amid Donald Trump's foreign funding pause,https://www.hindustantimes.com/world-news/usaid-website-offline-amid-trump-foreign-funding-pause-state-department-control-101738469147360.html,USAID has been under stress since Trump imposed a 90-day freeze on foreign aid worldwide. (Reuters),flags flying in front of a building,"{'label': 'NEGATIVE', 'score': 0.9840421676635742}","{'label': 'POSITIVE', 'score': 0.9966754913330078}","{'traffic light': 2, 'umbrella': 1}"
889,CBS to hand over ‘60 Minutes’ Kamala Harris interview ‘unedited’ transcript to FCC; Here's why,https://www.hindustantimes.com/world-news/us-news/cbs-to-hand-over-60-minutes-kamala-harris-interview-unedited-transcript-to-fcc-heres-why-101738485786526.html,"Following Trump's return to the White House, his newly appointed FCC Chairman Brendan Carr reopened the case against CBS over Kamala Harris interview.(AP)",trump and bach are pictured in this composite image,"{'label': 'POSITIVE', 'score': 0.9525564908981323}","{'label': 'POSITIVE', 'score': 0.9986743927001953}","{'person': 2, 'tie': 1}"
890,Israel's Netanyahu heads for Washington to renew connection with Trump,https://www.hindustantimes.com/world-news/us-news/israels-netanyahu-heads-for-washington-to-renew-connection-with-trump-101738499769612.html,Israel's Netanyahu heads for Washington to renew connection with Trump,travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.7040707468986511}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
891,Australia hits right-wing online network 'Terrorgram' with sanctions,https://www.hindustantimes.com/world-news/australia-hits-right-wing-online-network-terrorgram-with-sanctions-101738534417358.html,Australia hits right-wing online network 'Terrorgram' with sanctions,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9979531764984131}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
892,Israel kills 50 Palestinian ‘terrorists’ in West Bank,https://www.hindustantimes.com/world-news/israel-claims-they-killed-50-palestinian-terrorists-in-west-bank-101738544136745.html,"Smoke rises during an Israeli army operation in Jenin, in the Israeli-occupied West Bank(Raneena Sawafta/ REUTERS)",smoke billows from the gaza capital,"{'label': 'POSITIVE', 'score': 0.9639378190040588}","{'label': 'NEGATIVE', 'score': 0.9709268808364868}",{}
893,Slain Hezbollah former chief Nasrallah's funeral on February 23 in Lebanon,https://www.hindustantimes.com/world-news/slain-hezbollah-former-chief-nasrallahs-funeral-on-february-23-in-lebanon-101738544943394.html,Residents of the southern Lebanese village of Aitaroun lift portraits of Hezbollah's slain leader Hassan Nasrallah (Fadel Itani/AFP),a man holds up a photo of hezbollah ' s leader hassan hassan,"{'label': 'POSITIVE', 'score': 0.9987930059432983}","{'label': 'POSITIVE', 'score': 0.69948810338974}",{'person': 4}
894,Pope Francis decries deaths of children in global conflicts,https://www.hindustantimes.com/world-news/pope-francis-decries-deaths-of-children-in-global-conflicts-101738576278953.html,Pope Francis decries deaths of children in global conflicts,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.9682592749595642}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
895,Iran condemns Donald Trump's Gaza relocation proposal as ethnic cleansing,https://www.hindustantimes.com/world-news/iran-condemns-donald-trumps-gaza-relocation-proposal-as-ethnic-cleansing-101738579144384.html,"Iran said that US President Donald Trump's plan to force Palestinians out of the Gaza Strip would amount to ""ethnic cleansing"" and denounced it on Monday.(Bloomberg)",a man in a suit and tie is standing on a stage,"{'label': 'NEGATIVE', 'score': 0.9974409341812134}","{'label': 'POSITIVE', 'score': 0.9973449110984802}","{'person': 1, 'tie': 2, 'sports ball': 2}"
896,Explainer: What is USAID? The US foreign aid agency that Elon Musk branded as ‘criminal organisation’,https://www.hindustantimes.com/world-news/us-news/explainer-what-is-usaid-the-us-foreign-aid-agency-that-elon-musk-branded-as-criminal-organisation-101738612431126.html,"People hold placards outside the USAID building after billionaire Elon Musk, who is heading U.S. President Donald Trump's drive to shrink the federal government, said work is underway to shut down the U.S. foreign aid agency USAID, in Washington, US on February 3, 2025.(REUTERS)",a group of people holding signs in front of a building,"{'label': 'NEGATIVE', 'score': 0.993841290473938}","{'label': 'NEGATIVE', 'score': 0.7939737439155579}",{'person': 5}
897,UN begins talks toward 'fair' tax accord without US,https://www.hindustantimes.com/world-news/us-news/un-begins-talks-toward-fair-tax-accord-without-us-101738621503791.html,UN begins talks toward 'fair' tax accord without US,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.9551554918289185}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
898,"US forms task force to battle antisemitism focusing on schools, campuses",https://www.hindustantimes.com/world-news/us-news/us-forms-task-force-to-battle-antisemitism-focusing-on-schools-campuses-101738639204582.html,"US forms task force to battle antisemitism focusing on schools, campuses",travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.6594387292861938}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
899,Israeli PM Netanyahu and Trump to discuss Gaza ceasefire amid regional tensions,https://www.hindustantimes.com/world-news/israeli-pm-netanyahu-and-trump-to-discuss-gaza-ceasefire-amid-regional-tensions-101738641013018.html,"The Israeli prime minister is the first foreign leader to visit the White House since the US president's comeback, and he will meet with Donald Trump Tuesday to discuss the future of the truce in Gaza.(AFP)","two men in suits and ties, one wearing a suit","{'label': 'POSITIVE', 'score': 0.9976406097412109}","{'label': 'POSITIVE', 'score': 0.8872454166412354}","{'person': 2, 'tie': 2}"
900,Middle East latest: At least 6 injured in attack in Israel-occupied West Bank; assailant is killed,https://www.hindustantimes.com/world-news/middle-east-latest-at-least-6-injured-in-attack-in-israel-occupied-west-bank-assailant-is-killed-101738659192259.html,Middle East latest: At least 6 injured in attack in Israel-occupied West Bank; assailant is killed,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.9931556582450867}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
901,"USAID closure may impact India’s health, climate, development efforts: Experts",https://www.hindustantimes.com/world-news/usaid-closure-may-impact-india-s-health-climate-development-efforts-experts-101738668339104.html,A USAID and American flag fly before Congressional Democrats hold news conference outside of United States Agency (Photo by Mandel NGAN / AFP)(AFP),the u s flag flies in the wind,"{'label': 'NEGATIVE', 'score': 0.9517803192138672}","{'label': 'POSITIVE', 'score': 0.9878093004226685}",{}
902,"Trump to reimpose 'maximum pressure' on Iran, aims to drive oil exports to zero",https://www.hindustantimes.com/world-news/us-news/trump-to-reimpose-maximum-pressure-on-iran-aims-to-drive-oil-exports-to-zero-101738694855737.html,"Trump to reimpose 'maximum pressure' on Iran, aims to drive oil exports to zero","times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9988732933998108}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
903,Israeli West Bank offensives displace thousands: officials,https://www.hindustantimes.com/world-news/israeli-west-bank-offensives-displace-thousands-officials-101738697353453.html,Israeli West Bank offensives displace thousands: officials,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9888878464698792}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
904,"Trump reimposes ‘maximum pressure’ campaign on Iran ahead of meeting Israel's Netanyahu, targets oil exports",https://www.hindustantimes.com/world-news/trump-reimposes-maximum-pressure-campaign-on-iran-ahead-of-netanyahu-meeting-targets-oil-exports-101738700782904.html,"US President Donald Trump signs an executive order in the Oval Office of the White House in Washington, DC, US, on Tuesday, Feb. 4, 2025. Trump signed two executive orders, one to reimpose pressure on Iran, as well as withdraw the US from the United Nations Relief and Workers Agency (UNRWA) and the United Nations Human Rights Council. Photographer: Shawn Thew/EPA/Bloomberg(Bloomberg)",president trump signs the declaration of the united states,"{'label': 'NEGATIVE', 'score': 0.5836461782455444}","{'label': 'POSITIVE', 'score': 0.9960305094718933}","{'person': 2, 'tie': 1, 'cell phone': 1}"
905,Netanyahu to meet Trump on Israel-Hamas truce,https://www.hindustantimes.com/world-news/us-news/netanyahu-to-meet-trump-on-israel-hamas-truce-101738702890452.html,Netanyahu to meet Trump on Israel-Hamas truce,"times square, new york, ny","{'label': 'POSITIVE', 'score': 0.989719808101654}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
906,Trump urges Gazans to relocate; welcomes Netanyahu to White House,https://www.hindustantimes.com/world-news/us-news/trump-urges-gazans-to-relocate-welcomes-netanyahu-to-white-house-101738704662672.html,Trump urges Gazans to relocate; welcomes Netanyahu to White House,a street scene with a cafe and a bicycle,"{'label': 'POSITIVE', 'score': 0.9969596862792969}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
907,Trump signs order withdrawing US from UN bodies,https://www.hindustantimes.com/world-news/us-news/trump-signs-order-withdrawing-us-from-un-bodies-101738704723230.html,Trump signs order withdrawing US from UN bodies,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9531579613685608}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
908,"Donald Trump suggests ‘permanent’ resettlement of Palestinians, says they would ‘love’ to leave",https://www.hindustantimes.com/world-news/us-news/donald-trump-reiterates-plan-to-relocate-displaced-palestinians-says-they-would-love-to-leave-101738704317708.html,"US President Donald Trump (C) and Vice President JD Vance (R) meet with Israel's Prime Minister Benjamin Netanyahu in the Oval Office of the White House in Washington, DC, on February 4, 2025.(AFP)",president trump and vice bider,"{'label': 'POSITIVE', 'score': 0.9887690544128418}","{'label': 'POSITIVE', 'score': 0.9906014204025269}","{'person': 3, 'tie': 2, 'chair': 1}"
909,Trump suggests permanently displacing Palestinians from Gaza,https://www.hindustantimes.com/world-news/us-news/trump-suggests-permanently-displacing-palestinians-from-gaza-101738707285853.html,Trump suggests permanently displacing Palestinians from Gaza,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9921601414680481}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
910,"Trump signs orders pulling US out of UN bodies, including Human Rights Council: ‘Not well run’",https://www.hindustantimes.com/world-news/trump-signs-orders-pulling-us-out-of-un-bodies-including-human-rights-council-not-well-run-101738707124258.html,"U.S. President Donald Trump gestures as he speaks during a meeting at the White House in Washington, US.(REUTERS)",president trump gestures to the camera while sitting in the oval room of the white house,"{'label': 'POSITIVE', 'score': 0.9832696914672852}","{'label': 'POSITIVE', 'score': 0.98101407289505}","{'person': 1, 'tie': 1, 'bottle': 1, 'chair': 1, 'vase': 1}"
911,‘US will take over Gaza Strip’: Donald Trump after talks with Israel PM Benjamin Netanyahu,https://www.hindustantimes.com/world-news/us-will-take-over-gaza-strip-donald-trump-after-talks-with-israel-pm-benjamin-netanyahu-101738714097654.html,"President Donald Trump meets with Israel's Prime Minister Benjamin Netanyahu in the Oval Office of the White House, Tuesday.(AP)",two men sitting in chairs,"{'label': 'POSITIVE', 'score': 0.9858535528182983}","{'label': 'NEGATIVE', 'score': 0.8511559963226318}","{'person': 2, 'tie': 2, 'chair': 2, 'vase': 2}"
912,"‘The place has been hell’: Trump says Egypt, Jordan will take in Palestinians",https://www.hindustantimes.com/world-news/us-news/the-place-has-been-hell-trump-says-egypt-jordan-will-take-in-palestinians-101738715483501.html,"US President Donald Trump speaks during a press conference in the East Room of the White House in Washington, DC, on February 4, 2025.(AFP)",president trump gives a thumbs to the crowd,"{'label': 'POSITIVE', 'score': 0.9900175929069519}","{'label': 'POSITIVE', 'score': 0.9984431862831116}","{'person': 1, 'tie': 1}"
